DESTINATION_AIRPORT,DESTINATION_AIRPORT_NAME,DESTINATION_CITY,DESTINATION_STATE,DESTINATION_COUNTRY,DESTINATION_LATITUDE,DESTINATION_LONGITUDE,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,ORIGIN_AIRPORT_NAME,ORIGIN_CITY,ORIGIN_STATE,ORIGIN_COUNTRY,ORIGIN_LATITUDE,ORIGIN_LONGITUDE
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,8,27,4,AA,2091,N171US,DFW,955,949.0,-6.0,15.0,1004.0,154.0,151.0,127.0,936,1311.0,9.0,1329,1320.0,-9.0,0,0,,,,,,,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,11,9,1,AA,1163,N3AXAA,DFW,1440,1440.0,0.0,12.0,1452.0,142.0,148.0,124.0,936,1756.0,12.0,1802,1808.0,6.0,0,0,,,,,,,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,12,22,2,AA,2183,N3GWAA,DFW,1345,1345.0,0.0,10.0,1355.0,146.0,143.0,124.0,936,1659.0,9.0,1711,1708.0,-3.0,0,0,,,,,,,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,2,4,3,US,1961,N913US,IAH,700,655.0,-5.0,11.0,706.0,142.0,135.0,109.0,912,955.0,15.0,1022,1010.0,-12.0,0,0,,,,,,,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,3,20,5,EV,4706,N13997,IAH,1713,1711.0,-2.0,18.0,1729.0,138.0,142.0,115.0,912,2024.0,9.0,2031,2033.0,2.0,0,0,,,,,,,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,5,5,2,EV,4619,N12564,IAH,1251,1249.0,-2.0,14.0,1303.0,150.0,142.0,123.0,912,1606.0,5.0,1621,1611.0,-10.0,0,0,,,,,,,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,6,17,3,AA,1577,N3BJAA,IAH,835,834.0,-1.0,21.0,855.0,154.0,157.0,126.0,912,1201.0,10.0,1209,1211.0,2.0,0,0,,,,,,,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,8,3,1,EV,4548,N17984,IAH,1256,1255.0,-1.0,16.0,1311.0,156.0,150.0,126.0,912,1617.0,8.0,1632,1625.0,-7.0,0,0,,,,,,,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,9,21,1,AA,2064,N176UW,IAH,700,659.0,-1.0,11.0,710.0,150.0,135.0,114.0,912,1004.0,10.0,1030,1014.0,-16.0,0,0,,,,,,,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,12,28,1,AA,1843,N823AW,IAH,1210,1209.0,-1.0,15.0,1224.0,140.0,144.0,118.0,912,1522.0,11.0,1530,1533.0,3.0,0,0,,,,,,,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,5,14,4,US,1903,N732US,BNA,625,652.0,27.0,11.0,703.0,77.0,67.0,49.0,328,852.0,7.0,842,859.0,17.0,0,0,,0.0,0.0,17.0,0.0,0.0,Nashville International Airport,Nashville,TN,USA,36.12448,-86.67818
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,9,24,4,AA,1886,N816AW,BNA,1255,1303.0,8.0,31.0,1334.0,83.0,101.0,61.0,328,1535.0,9.0,1518,1544.0,26.0,0,0,,18.0,0.0,8.0,0.0,0.0,Nashville International Airport,Nashville,TN,USA,36.12448,-86.67818
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,1,10,6,US,1927,N523UW,PHL,1530,1539.0,9.0,14.0,1553.0,109.0,99.0,71.0,449,1704.0,14.0,1719,1718.0,-1.0,0,0,,,,,,,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,3,15,7,US,867,N283AY,PHL,825,822.0,-3.0,13.0,835.0,116.0,98.0,72.0,449,947.0,13.0,1021,1000.0,-21.0,0,0,,,,,,,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,5,7,4,US,1866,N107US,PHL,635,630.0,-5.0,20.0,650.0,103.0,94.0,69.0,449,759.0,5.0,818,804.0,-14.0,0,0,,,,,,,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,6,29,1,US,717,N274AY,PHL,1730,1731.0,1.0,22.0,1753.0,105.0,100.0,70.0,449,1903.0,8.0,1915,1911.0,-4.0,0,0,,,,,,,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,8,21,5,AA,1789,N103US,PHL,1140,1232.0,52.0,10.0,1242.0,107.0,85.0,68.0,449,1350.0,7.0,1327,1357.0,30.0,0,0,,0.0,0.0,8.0,22.0,0.0,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,11,12,4,AA,1733,N202UW,PHL,1525,1520.0,-5.0,31.0,1551.0,105.0,114.0,77.0,449,1708.0,6.0,1710,1714.0,4.0,0,0,,,,,,,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,1,4,7,US,1956,N704US,BUF,620,616.0,-4.0,24.0,640.0,119.0,134.0,102.0,546,822.0,8.0,819,830.0,11.0,0,0,,,,,,,Buffalo Niagara International Airport,Buffalo,NY,USA,42.94052,-78.73217
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,5,23,6,US,2047,N833AW,BUF,620,614.0,-6.0,11.0,625.0,109.0,113.0,87.0,546,752.0,15.0,809,807.0,-2.0,0,0,,,,,,,Buffalo Niagara International Airport,Buffalo,NY,USA,42.94052,-78.73217
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,11,7,6,AA,685,N801AW,BUF,805,802.0,-3.0,11.0,813.0,128.0,110.0,90.0,546,943.0,9.0,1013,952.0,-21.0,0,0,,,,,,,Buffalo Niagara International Airport,Buffalo,NY,USA,42.94052,-78.73217
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,12,26,6,AA,1964,N749US,PWM,805,757.0,-8.0,16.0,813.0,165.0,159.0,132.0,813,1025.0,11.0,1050,1036.0,-14.0,0,0,,,,,,,Portland International Jetport,Portland,ME,USA,43.64617,-70.30875
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,3,12,4,AA,1653,N3DXAA,JFK,820,933.0,73.0,62.0,1035.0,134.0,168.0,94.0,541,1209.0,12.0,1034,1221.0,107.0,0,0,,34.0,0.0,73.0,0.0,0.0,John F. Kennedy International AirportÂ (New York International Airport),New York,NY,USA,40.63975,-73.77893
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,5,16,6,AA,335,N3EDAA,JFK,820,819.0,-1.0,22.0,841.0,124.0,114.0,79.0,541,1000.0,13.0,1024,1013.0,-11.0,0,0,,,,,,,John F. Kennedy International AirportÂ (New York International Airport),New York,NY,USA,40.63975,-73.77893
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,7,19,7,AA,1919,N104UW,JFK,1704,1714.0,10.0,27.0,1741.0,140.0,111.0,81.0,541,1902.0,3.0,1924,1905.0,-19.0,0,0,,,,,,,John F. Kennedy International AirportÂ (New York International Airport),New York,NY,USA,40.63975,-73.77893
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,9,22,2,AA,2069,N640AW,JFK,1159,1155.0,-4.0,14.0,1209.0,123.0,109.0,91.0,541,1340.0,4.0,1402,1344.0,-18.0,0,0,,,,,,,John F. Kennedy International AirportÂ (New York International Airport),New York,NY,USA,40.63975,-73.77893
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,12,30,3,AA,416,N109UW,JFK,1705,1815.0,70.0,19.0,1834.0,129.0,120.0,94.0,541,2008.0,7.0,1914,2015.0,61.0,0,0,,0.0,0.0,7.0,54.0,0.0,John F. Kennedy International AirportÂ (New York International Airport),New York,NY,USA,40.63975,-73.77893
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,11,7,6,AA,1707,N715UW,AUS,659,657.0,-2.0,13.0,710.0,153.0,158.0,131.0,1032,1021.0,14.0,1032,1035.0,3.0,0,0,,,,,,,Austin-Bergstrom International Airport,Austin,TX,USA,30.19453,-97.66987
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,4,9,4,US,1915,N768US,MCI,1350,1350.0,0.0,14.0,1404.0,134.0,138.0,113.0,808,1657.0,11.0,1704,1708.0,4.0,0,0,,,,,,,Kansas City International Airport,Kansas City,MO,USA,39.29761,-94.71391
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,8,23,7,AA,1840,N764US,MCI,1345,1340.0,-5.0,13.0,1353.0,137.0,141.0,111.0,808,1644.0,17.0,1702,1701.0,-1.0,0,0,,,,,,,Kansas City International Airport,Kansas City,MO,USA,39.29761,-94.71391
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,1,9,5,DL,1318,N329NB,ATL,1005,1005.0,0.0,15.0,1020.0,74.0,60.0,40.0,226,1100.0,5.0,1119,1105.0,-14.0,0,0,,,,,,,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,2,4,3,DL,1095,N954DL,ATL,1120,1116.0,-4.0,16.0,1132.0,74.0,70.0,46.0,226,1218.0,8.0,1234,1226.0,-8.0,0,0,,,,,,,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,3,4,3,DL,1095,N959DL,ATL,1123,1141.0,18.0,27.0,1208.0,72.0,74.0,42.0,226,1250.0,5.0,1235,1255.0,20.0,0,0,,2.0,0.0,18.0,0.0,0.0,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,3,30,1,DL,1095,N924DL,ATL,1123,1120.0,-3.0,15.0,1135.0,72.0,67.0,42.0,226,1217.0,10.0,1235,1227.0,-8.0,0,0,,,,,,,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,4,25,6,DL,1358,N368NB,ATL,810,824.0,14.0,13.0,837.0,75.0,66.0,46.0,226,923.0,7.0,925,930.0,5.0,0,0,,,,,,,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,5,21,4,US,658,N564UW,ATL,550,545.0,-5.0,18.0,603.0,67.0,70.0,42.0,226,645.0,10.0,657,655.0,-2.0,0,0,,,,,,,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,6,15,1,DL,1441,N669DN,ATL,2306,2302.0,-4.0,15.0,2317.0,72.0,57.0,38.0,226,2355.0,4.0,18,2359.0,-19.0,0,0,,,,,,,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,7,12,7,DL,1095,N987DL,ATL,1123,1121.0,-2.0,16.0,1137.0,72.0,62.0,40.0,226,1217.0,6.0,1235,1223.0,-12.0,0,0,,,,,,,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,8,6,4,DL,1441,N950DN,ATL,2306,2302.0,-4.0,18.0,2320.0,70.0,70.0,43.0,226,3.0,9.0,16,12.0,-4.0,0,0,,,,,,,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,9,2,3,DL,2609,N974DL,ATL,847,844.0,-3.0,18.0,902.0,82.0,68.0,43.0,226,945.0,7.0,1009,952.0,-17.0,0,0,,,,,,,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,9,28,1,DL,826,N957DL,ATL,1615,1612.0,-3.0,30.0,1642.0,77.0,76.0,40.0,226,1722.0,6.0,1732,1728.0,-4.0,0,0,,,,,,,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,11,25,3,AA,713,N524UW,ATL,850,849.0,-1.0,18.0,907.0,79.0,70.0,43.0,226,950.0,9.0,1009,959.0,-10.0,0,0,,,,,,,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,12,23,3,AA,609,N975UY,ATL,1535,1541.0,6.0,29.0,1610.0,73.0,80.0,43.0,226,1653.0,8.0,1648,1701.0,13.0,0,0,,,,,,,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,2,27,5,US,1766,N711UW,JAX,1220,1217.0,-3.0,12.0,1229.0,80.0,72.0,52.0,328,1321.0,8.0,1340,1329.0,-11.0,0,0,,,,,,,Jacksonville International Airport,Jacksonville,FL,USA,30.49406,-81.68786
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,5,15,5,US,2028,N765US,JAX,1530,1521.0,-9.0,15.0,1536.0,84.0,97.0,56.0,328,1632.0,26.0,1654,1658.0,4.0,0,0,,,,,,,Jacksonville International Airport,Jacksonville,FL,USA,30.49406,-81.68786
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,8,9,7,AA,2003,N721UW,JAX,855,852.0,-3.0,12.0,904.0,89.0,81.0,62.0,328,1006.0,7.0,1024,1013.0,-11.0,0,0,,,,,,,Jacksonville International Airport,Jacksonville,FL,USA,30.49406,-81.68786
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,11,30,1,AA,858,N713UW,JAX,855,850.0,-5.0,20.0,910.0,92.0,93.0,56.0,328,1006.0,17.0,1027,1023.0,-4.0,0,0,,,,,,,Jacksonville International Airport,Jacksonville,FL,USA,30.49406,-81.68786
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,2,10,2,US,1849,N737US,DCA,1045,1037.0,-8.0,25.0,1102.0,90.0,94.0,61.0,331,1203.0,8.0,1215,1211.0,-4.0,0,0,,,,,,,Ronald Reagan Washington National Airport,Arlington,VA,USA,38.85208,-77.03772
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,4,20,1,US,1882,N701UW,DCA,1040,1034.0,-6.0,54.0,1128.0,90.0,116.0,58.0,331,1226.0,4.0,1210,1230.0,20.0,0,0,,20.0,0.0,0.0,0.0,0.0,Ronald Reagan Washington National Airport,Arlington,VA,USA,38.85208,-77.03772
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,6,30,2,US,1753,N732US,DCA,915,911.0,-4.0,22.0,933.0,94.0,96.0,71.0,331,1044.0,3.0,1049,1047.0,-2.0,0,0,,,,,,,Ronald Reagan Washington National Airport,Arlington,VA,USA,38.85208,-77.03772
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,9,7,1,AA,1893,N741UW,DCA,1515,1515.0,0.0,31.0,1546.0,92.0,102.0,57.0,331,1643.0,14.0,1647,1657.0,10.0,0,0,,,,,,,Ronald Reagan Washington National Airport,Arlington,VA,USA,38.85208,-77.03772
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,12,10,4,AA,2002,N829AW,DCA,1200,1152.0,-8.0,23.0,1215.0,87.0,86.0,57.0,331,1312.0,6.0,1327,1318.0,-9.0,0,0,,,,,,,Ronald Reagan Washington National Airport,Arlington,VA,USA,38.85208,-77.03772
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,12,23,3,AA,1873,N821AW,SAT,1740,1743.0,3.0,11.0,1754.0,162.0,159.0,136.0,1095,2110.0,12.0,2122,2122.0,0.0,0,0,,,,,,,San Antonio International Airport,San Antonio,TX,USA,29.53369,-98.46978
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,4,22,3,US,2052,N809AW,IND,1530,1530.0,0.0,13.0,1543.0,99.0,89.0,64.0,427,1647.0,12.0,1709,1659.0,-10.0,0,0,,,,,,,Indianapolis International Airport,Indianapolis,IN,USA,39.71733,-86.29438
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,12,19,6,AA,2013,N766US,IND,700,658.0,-2.0,15.0,713.0,105.0,89.0,66.0,427,819.0,8.0,845,827.0,-18.0,0,0,,,,,,,Indianapolis International Airport,Indianapolis,IN,USA,39.71733,-86.29438
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,5,15,5,US,1964,N801AW,CLE,830,827.0,-3.0,12.0,839.0,98.0,82.0,63.0,430,942.0,7.0,1008,949.0,-19.0,0,0,,,,,,,Cleveland Hopkins International Airport,Cleveland,OH,USA,41.41089,-81.8494
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,9,29,2,AA,1934,N760US,CLE,1205,1159.0,-6.0,12.0,1211.0,96.0,104.0,72.0,430,1323.0,20.0,1341,1343.0,2.0,0,0,,,,,,,Cleveland Hopkins International Airport,Cleveland,OH,USA,41.41089,-81.8494
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,3,23,1,US,1715,N828AW,BDL,1255,1250.0,-5.0,21.0,1311.0,129.0,127.0,97.0,644,1448.0,9.0,1504,1457.0,-7.0,0,0,,,,,,,Bradley International Airport,Windsor Locks,CT,USA,41.93887,-72.68323
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,7,4,6,AA,1862,N913US,BDL,805,802.0,-3.0,23.0,825.0,136.0,124.0,97.0,644,1002.0,4.0,1021,1006.0,-15.0,0,0,,,,,,,Bradley International Airport,Windsor Locks,CT,USA,41.93887,-72.68323
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,11,9,1,AA,1715,N756US,BDL,1255,1254.0,-1.0,14.0,1308.0,139.0,128.0,106.0,644,1454.0,8.0,1514,1502.0,-12.0,0,0,,,,,,,Bradley International Airport,Windsor Locks,CT,USA,41.93887,-72.68323
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,3,11,3,US,843,N723UW,RIC,520,515.0,-5.0,15.0,530.0,77.0,70.0,47.0,257,617.0,8.0,637,625.0,-12.0,0,0,,,,,,,Richmond International Airport,Richmond,VA,USA,37.50517,-77.31967
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,7,16,4,AA,1912,N801AW,RIC,1759,1754.0,-5.0,12.0,1806.0,78.0,65.0,46.0,257,1852.0,7.0,1917,1859.0,-18.0,0,0,,,,,,,Richmond International Airport,Richmond,VA,USA,37.50517,-77.31967
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,12,8,2,AA,853,N725UW,RIC,1426,1422.0,-4.0,15.0,1437.0,74.0,70.0,48.0,257,1525.0,7.0,1540,1532.0,-8.0,0,0,,,,,,,Richmond International Airport,Richmond,VA,USA,37.50517,-77.31967
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,2,23,1,US,1984,N825AW,FLL,500,455.0,-5.0,10.0,505.0,115.0,106.0,93.0,631,638.0,3.0,655,641.0,-14.0,0,0,,,,,,,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,USA,26.07258,-80.15275
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,4,28,2,US,2013,N105UW,FLL,630,624.0,-6.0,9.0,633.0,117.0,107.0,94.0,632,807.0,4.0,827,811.0,-16.0,0,0,,,,,,,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,USA,26.07258,-80.15275
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,7,8,3,AA,1962,N668AW,FLL,1259,1255.0,-4.0,9.0,1304.0,126.0,107.0,92.0,632,1436.0,6.0,1505,1442.0,-23.0,0,0,,,,,,,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,USA,26.07258,-80.15275
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,9,21,1,AA,660,N673AW,FLL,810,808.0,-2.0,19.0,827.0,121.0,119.0,93.0,632,1000.0,7.0,1011,1007.0,-4.0,0,0,,,,,,,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,USA,26.07258,-80.15275
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,12,30,3,AA,1834,N675AW,FLL,1305,1343.0,38.0,11.0,1354.0,120.0,108.0,91.0,632,1525.0,6.0,1505,1531.0,26.0,0,0,,26.0,0.0,0.0,0.0,0.0,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,USA,26.07258,-80.15275
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,2,28,6,US,626,N568UW,TPA,1330,1342.0,12.0,10.0,1352.0,99.0,92.0,73.0,507,1505.0,9.0,1509,1514.0,5.0,0,0,,,,,,,Tampa International Airport,Tampa,FL,USA,27.97547,-82.53325
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,4,26,7,US,1937,N119US,TPA,830,827.0,-3.0,13.0,840.0,106.0,110.0,84.0,507,1004.0,13.0,1016,1017.0,1.0,0,0,,,,,,,Tampa International Airport,Tampa,FL,USA,27.97547,-82.53325
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,6,22,1,US,1960,N108UW,TPA,700,701.0,1.0,10.0,711.0,102.0,93.0,76.0,507,827.0,7.0,842,834.0,-8.0,0,0,,,,,,,Tampa International Airport,Tampa,FL,USA,27.97547,-82.53325
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,8,18,2,AA,1960,N109UW,TPA,700,657.0,-3.0,12.0,709.0,102.0,98.0,75.0,507,824.0,11.0,842,835.0,-7.0,0,0,,,,,,,Tampa International Airport,Tampa,FL,USA,27.97547,-82.53325
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,11,17,2,AA,539,N112US,TPA,1345,1352.0,7.0,12.0,1404.0,101.0,98.0,77.0,507,1521.0,9.0,1526,1530.0,4.0,0,0,,,,,,,Tampa International Airport,Tampa,FL,USA,27.97547,-82.53325
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,3,15,7,US,1998,N769US,SYR,1855,1848.0,-7.0,19.0,1907.0,132.0,128.0,95.0,603,2042.0,14.0,2107,2056.0,-11.0,0,0,,,,,,,Syracuse Hancock International Airport,Syracuse,NY,USA,43.11119,-76.10631
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,1,29,4,US,1753,N705UW,ROC,825,856.0,31.0,12.0,908.0,133.0,107.0,88.0,573,1036.0,7.0,1038,1043.0,5.0,0,0,,,,,,,Greater Rochester International Airport,Rochester,NY,USA,43.11887,-77.67238
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,1,7,3,US,1946,N189UW,EWR,630,625.0,-5.0,27.0,652.0,127.0,137.0,105.0,529,837.0,5.0,837,842.0,5.0,0,0,,,,,,,Newark Liberty International Airport,Newark,NJ,USA,40.6925,-74.16866
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,2,23,1,EV,4714,N41104,EWR,1005,1003.0,-2.0,9.0,1012.0,126.0,130.0,112.0,529,1204.0,9.0,1211,1213.0,2.0,0,0,,,,,,,Newark Liberty International Airport,Newark,NJ,USA,40.6925,-74.16866
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,4,5,7,US,873,N737US,EWR,1025,1020.0,-5.0,13.0,1033.0,114.0,109.0,81.0,529,1154.0,15.0,1219,1209.0,-10.0,0,0,,,,,,,Newark Liberty International Airport,Newark,NJ,USA,40.6925,-74.16866
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,2015,5,15,5,US,1962,N667AW,EWR,1330,1324.0,-6.0,49.0,1413.0,112.0,131.0,75.0,529,1528.0,7.0,1522,1535.0,13.0,0,0,,,,,,,Newark Liberty International Airport,Newark,NJ,USA,40.6925,-74.16866
